sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-PM1,AirBeam2:001896107096,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2018-03-31T12:33:37.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:38.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:39.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:40.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:41.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:42.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:43.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:44.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:45.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:46.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:47.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:48.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:49.000+0100,-0.0093627,51.4914616,3
2018-03-31T12:33:50.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:51.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:52.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:54.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:55.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:56.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:57.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:58.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:33:59.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:34:00.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:34:01.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:34:02.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:34:03.000+0100,-0.0080753,51.4914458,3
2018-03-31T12:34:04.000+0100,-0.0080753,51.4914458,4
2018-03-31T12:34:05.000+0100,-0.0080753,51.4914458,4
2018-03-31T12:34:06.000+0100,-0.0080753,51.4914458,4
2018-03-31T12:34:07.000+0100,-0.0080753,51.4914458,4
2018-03-31T12:34:08.000+0100,-0.0080753,51.4914458,4
2018-03-31T12:34:09.000+0100,-0.0080753,51.4914458,4
