sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-PM1,AirBeam2:00189610714D,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2018-03-31T12:33:15.000+0100,-0.0093592,51.4915386,4
2018-03-31T12:33:16.000+0100,-0.0093592,51.4915386,4
2018-03-31T12:33:17.000+0100,-0.0093592,51.4915386,5
2018-03-31T12:33:18.000+0100,-0.0093592,51.4915386,5
2018-03-31T12:33:19.000+0100,-0.0093592,51.4915386,5
2018-03-31T12:33:20.000+0100,-0.0093592,51.4915386,5
2018-03-31T12:33:21.000+0100,-0.0093592,51.4915386,5
2018-03-31T12:33:22.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:23.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:24.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:25.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:26.000+0100,-0.0093592,51.4915386,4
2018-03-31T12:33:27.000+0100,-0.0093592,51.4915386,4
2018-03-31T12:33:28.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:29.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:30.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:31.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:32.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:33.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:34.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:35.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:36.000+0100,-0.0093592,51.4915386,3
2018-03-31T12:33:37.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:38.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:39.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:40.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:41.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:42.000+0100,-0.0093512,51.4915347,3
2018-03-31T12:33:43.000+0100,-0.0093512,51.4915347,4
