sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam-RH,AirBeam:001896105CAC,Humidity,percent
Timestamp,geo:lat,geo:long,Value
2018-03-31T12:33:47.896+0100,-0.00910389,51.49139861,51
2018-03-31T12:33:48.908+0100,-0.009103172,51.49139328,51
2018-03-31T12:33:49.890+0100,-0.009103354,51.49139308,51
2018-03-31T12:33:50.946+0100,-0.009096014,51.49139247,51
2018-03-31T12:33:51.920+0100,-0.009097837,51.49139249,51
2018-03-31T12:33:52.955+0100,-0.00910139,51.49139019,51
2018-03-31T12:33:53.947+0100,-0.009106781,51.49138975,51
2018-03-31T12:33:54.907+0100,-0.009099975,51.49139241,51
2018-03-31T12:33:55.894+0100,-0.009098361,51.49138606,51
2018-03-31T12:33:56.948+0100,-0.009098239,51.49138997,50
2018-03-31T12:33:57.914+0100,-0.009098606,51.49139546,50
2018-03-31T12:33:58.966+0100,-0.00910002,51.49139034,50
2018-03-31T12:33:59.928+0100,-0.009101107,51.49139028,50
2018-03-31T12:34:00.936+0100,-0.009106057,51.49138901,50
2018-03-31T12:34:01.916+0100,-0.009117175,51.49138786,50
2018-03-31T12:34:02.958+0100,-0.009124138,51.49138611,50
2018-03-31T12:34:03.938+0100,-0.009130974,51.49138236,50
2018-03-31T12:34:04.961+0100,-0.009128156,51.49137996,50
2018-03-31T12:34:05.914+0100,-0.009087337,51.49139057,50
2018-03-31T12:34:06.976+0100,-0.009078985,51.49140903,50
2018-03-31T12:34:07.999+0100,-0.009074644,51.49141747,50
2018-03-31T12:34:08.975+0100,-0.009079319,51.49142738,50
2018-03-31T12:34:09.970+0100,-0.00908287,51.49143628,50
2018-03-31T12:34:10.964+0100,-0.009084111,51.4914448,50
2018-03-31T12:34:11.969+0100,-0.009075813,51.4914432,50
2018-03-31T12:34:13.003+0100,-0.009075958,51.4914439,50
2018-03-31T12:34:13.965+0100,-0.009076667,51.49144417,50
2018-03-31T12:34:14.991+0100,-0.009077509,51.49144431,50
2018-03-31T12:34:15.976+0100,-0.009079034,51.49144346,50
2018-03-31T12:34:17.010+0100,-0.009080368,51.49144246,50
2018-03-31T12:34:17.984+0100,-0.009080862,51.49144222,50
2018-03-31T12:34:18.994+0100,-0.009082035,51.4914415,50
2018-03-31T12:34:19.983+0100,-0.009081376,51.49144056,50
2018-03-31T12:34:21.024+0100,-0.009088823,51.49143853,50
2018-03-31T12:34:22.002+0100,-0.009085849,51.49144027,50
2018-03-31T12:34:23.018+0100,-0.009091321,51.49143836,50
2018-03-31T12:34:24.039+0100,-0.009089271,51.49143508,50
2018-03-31T12:34:25.065+0100,-0.009091108,51.49143331,50
2018-03-31T12:34:26.052+0100,-0.009092154,51.49143336,50
2018-03-31T12:34:27.024+0100,-0.009092671,51.49143372,50
2018-03-31T12:34:28.067+0100,-0.009092782,51.49143387,50
2018-03-31T12:34:29.104+0100,-0.009093026,51.49143417,50
2018-03-31T12:34:30.015+0100,-0.009093,51.4914345,50
2018-03-31T12:34:31.086+0100,-0.009089893,51.49143488,50
2018-03-31T12:34:32.049+0100,-0.00909057,51.49143354,50
2018-03-31T12:34:33.040+0100,-0.009090196,51.49143249,50
2018-03-31T12:34:34.088+0100,-0.009096008,51.49143129,50
2018-03-31T12:34:35.052+0100,-0.009093706,51.49142245,50
2018-03-31T12:34:36.024+0100,-0.009097106,51.49142249,50
2018-03-31T12:34:37.095+0100,-0.009097772,51.49142124,50
2018-03-31T12:34:38.029+0100,-0.009094105,51.49142013,50
2018-03-31T12:34:39.099+0100,-0.009092555,51.49141582,50
2018-03-31T12:34:40.058+0100,-0.00908653,51.49141588,50
2018-03-31T12:34:41.093+0100,-0.009086865,51.49142182,50
2018-03-31T12:34:42.085+0100,-0.009081932,51.49142181,50
2018-03-31T12:34:43.094+0100,-0.009088096,51.49142009,50
2018-03-31T12:34:44.086+0100,-0.009090215,51.49141441,50
2018-03-31T12:34:45.087+0100,-0.009090165,51.4914109,50
2018-03-31T12:34:46.115+0100,-0.009101851,51.49141522,50
2018-03-31T12:34:47.175+0100,-0.009110337,51.49141979,50
2018-03-31T12:34:48.069+0100,-0.009113999,51.49142525,50
2018-03-31T12:34:49.120+0100,-0.009117573,51.49142223,50
2018-03-31T12:34:50.106+0100,-0.009108411,51.4914271,50
2018-03-31T12:34:51.172+0100,-0.009112446,51.49143019,50
2018-03-31T12:34:52.094+0100,-0.009114571,51.49143249,50
2018-03-31T12:34:53.185+0100,-0.009112003,51.49143588,50
2018-03-31T12:34:54.132+0100,-0.009111242,51.49143944,50
2018-03-31T12:34:55.129+0100,-0.009114879,51.49144091,50
2018-03-31T12:34:56.118+0100,-0.00912815,51.49144398,50
2018-03-31T12:34:57.173+0100,-0.009123142,51.49145138,50
2018-03-31T12:34:58.160+0100,-0.009111127,51.49145353,50
2018-03-31T12:34:59.237+0100,-0.00909469,51.49144981,50
2018-03-31T12:35:00.157+0100,-0.00908737,51.49144903,50
2018-03-31T12:35:01.176+0100,-0.009083604,51.49145325,50
2018-03-31T12:35:02.168+0100,-0.009082556,51.49145996,50
2018-03-31T12:35:03.164+0100,-0.009078474,51.49145832,50
2018-03-31T12:35:04.130+0100,-0.009075748,51.49145729,50
2018-03-31T12:35:05.206+0100,-0.009074706,51.49145863,50
2018-03-31T12:35:06.154+0100,-0.00907702,51.49146023,50
2018-03-31T12:35:07.188+0100,-0.009083427,51.49145771,50
2018-03-31T12:35:08.169+0100,-0.009090777,51.49145293,50
2018-03-31T12:35:09.233+0100,-0.009096262,51.49144724,50
2018-03-31T12:35:10.175+0100,-0.009092647,51.49145293,50
