sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-F,AirBeam2:00189610714D,Temperature,degrees Fahrenheit
Timestamp,geo:lat,geo:long,Value
2018-03-28T14:05:05.000+01:00,51.5185692,-0.0134867,73
2018-03-28T14:05:06.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:06.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:07.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:08.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:09.000+01:00,51.5185692,-0.0134867,73
2018-03-28T14:05:10.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:12.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:12.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:13.000+01:00,51.5185692,-0.0134867,73
2018-03-28T14:05:14.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:16.000+01:00,51.5185692,-0.0134867,73
2018-03-28T14:05:16.000+01:00,51.5185692,-0.0134867,72
2018-03-28T14:05:17.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:18.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:19.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:21.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:22.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:22.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:23.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:25.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:26.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:26.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:28.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:29.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:29.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:30.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:31.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:33.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:34.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:34.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:36.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:37.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:38.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:38.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:40.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:40.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:42.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:42.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:44.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:44.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:46.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:46.000+01:00,51.5186713,-0.0131822,74
2018-03-28T14:05:47.000+01:00,51.5186713,-0.0131822,72
2018-03-28T14:05:49.000+01:00,51.5186713,-0.0131822,73
2018-03-28T14:05:50.000+01:00,51.5186713,-0.0131822,73
