sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-PM10,AirBeam2:00189610714D,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2018-04-20T11:23:37.000+01:00,51.5239499,-0.0151522,31.0
2018-04-20T11:23:38.000+01:00,51.5239852,-0.0150698,31.0
2018-04-20T11:23:39.000+01:00,51.5239852,-0.0150698,30.0
2018-04-20T11:23:40.000+01:00,51.5239852,-0.0150698,31.0
2018-04-20T11:23:41.000+01:00,51.5239852,-0.0150698,30.0
2018-04-20T11:23:42.000+01:00,51.524185694,-0.014670414,32.0
2018-04-20T11:23:43.000+01:00,51.524197183,-0.014657477,34.0
2018-04-20T11:23:44.000+01:00,51.524210159,-0.01465641,36.0
2018-04-20T11:23:45.000+01:00,51.524234056,-0.014682841,39.0
2018-04-20T11:23:46.000+01:00,51.524236394,-0.014681098,40.0
2018-04-20T11:23:47.000+01:00,51.524242418,-0.014669874,38.0
2018-04-20T11:23:48.000+01:00,51.524246134,-0.014647898,40.0
2018-04-20T11:23:50.000+01:00,51.524273292,-0.014601202,42.0
2018-04-20T11:23:50.000+01:00,51.524273292,-0.014601202,43.0
2018-04-20T11:23:51.000+01:00,51.524293934,-0.014589413,44.0
2018-04-20T11:23:52.000+01:00,51.524293934,-0.014589413,44.0
2018-04-20T11:23:53.000+01:00,51.524293934,-0.014589413,44.0
2018-04-20T11:23:54.000+01:00,51.524293934,-0.014589413,44.0
2018-04-20T11:23:55.000+01:00,51.524293934,-0.014589413,42.0
2018-04-20T11:23:57.000+01:00,51.524293934,-0.014589413,42.0
2018-04-20T11:23:58.000+01:00,51.524292585,-0.014580425,42.0
2018-04-20T11:23:58.000+01:00,51.524292585,-0.014580425,42.0
2018-04-20T11:24:00.000+01:00,51.524305315,-0.014572167,42.0
2018-04-20T11:24:01.000+01:00,51.52437527,-0.014545203,39.0
2018-04-20T11:24:01.000+01:00,51.52437527,-0.014545203,39.0
2018-04-20T11:24:03.000+01:00,51.524389068,-0.014550685,39.0
2018-04-20T11:24:03.000+01:00,51.524389068,-0.014550685,39.0
2018-04-20T11:24:04.000+01:00,51.524396139,-0.014528361,39.0
2018-04-20T11:24:05.000+01:00,51.524393088,-0.014528292,39.0
2018-04-20T11:24:06.000+01:00,51.524438305,-0.014496891,40.0
2018-04-20T11:24:07.000+01:00,51.524432446,-0.014490965,38.0
2018-04-20T11:24:08.000+01:00,51.524443359,-0.014478521,32.0
2018-04-20T11:24:10.000+01:00,51.524483358,-0.014461687,33.0
2018-04-20T11:24:10.000+01:00,51.524483358,-0.014461687,33.0
2018-04-20T11:24:12.000+01:00,51.52449018,-0.014476299,32.0
2018-04-20T11:24:13.000+01:00,51.524494574,-0.014481569,33.0
