sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-F,AirBeam2:D=0018961070,Temperature,degrees Fahrenheit
Timestamp,geo:lat,geo:long,Value
2018-04-23T15:06:39.000+01:00,51.5295639,-0.0483839,74
2018-04-23T15:06:40.000+01:00,51.5294346,-0.0483089,72
2018-04-23T15:06:41.000+01:00,51.5294126,-0.0484969,72
2018-04-23T15:06:42.000+01:00,51.5294126,-0.0484969,74
2018-04-23T15:06:43.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:44.000+01:00,51.5294126,-0.0484969,74
2018-04-23T15:06:45.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:46.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:47.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:49.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:50.000+01:00,51.5294126,-0.0484969,72
2018-04-23T15:06:51.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:52.000+01:00,51.5294126,-0.0484969,72
2018-04-23T15:06:52.000+01:00,51.5294126,-0.0484969,74
2018-04-23T15:06:54.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:55.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:56.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:57.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:06:57.000+01:00,51.5294126,-0.0484969,72
2018-04-23T15:06:59.000+01:00,51.5294126,-0.0484969,73
2018-04-23T15:07:00.000+01:00,51.5293644,-0.0485032,72
2018-04-23T15:07:01.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:02.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:02.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:04.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:05.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:06.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:06.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:08.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:09.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:10.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:11.000+01:00,51.5293644,-0.0485032,72
2018-04-23T15:07:12.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:12.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:14.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:15.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:16.000+01:00,51.5293644,-0.0485032,74
2018-04-23T15:07:17.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:18.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:19.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:19.000+01:00,51.5293644,-0.0485032,73
2018-04-23T15:07:20.000+01:00,51.5293644,-0.0485032,73
