device id,location,workshop id,gesture,lon,lat,timestamp
3,1,4,1,-0.0130073,51.5236891,09:17:00
13,1,4,2,-0.0130638,51.5237417,09:17:00
23,1,4,1,-0.0130716,51.5237612,09:17:00
4,1,4,2,-0.0130538,51.5237312,09:17:00
6,1,4,1,-0.0130022,51.5234853,09:17:00
2,1,4,1,-0.0122685,51.5229907,09:17:00
14,1,4,2,-0.0130629,51.5237404,09:17:00
24,1,4,2,-0.0130786,51.5236397,09:17:00
1,1,4,2,-0.01309,51.5238327,09:17:00
10,1,4,1,-0.0132157,51.5237947,09:17:00
15,1,4,2,-0.0130519,51.5237356,09:17:00
8,1,4,2,-0.01294933,51.52372361,09:17:00
18,1,4,2,-0.0130504,51.5237143,09:18:00
7,1,4,3,#N/A,#N/A,#N/A
20,1,4,3,#N/A,#N/A,#N/A
11,1,4,3,#N/A,#N/A,#N/A
17,1,4,3,#N/A,#N/A,#N/A
3,2,4,3,#N/A,#N/A,#N/A
13,2,4,5,-0.0150368,51.5238653,09:23:00
23,2,4,5,-0.0150928,51.5240045,09:23:00
4,2,4,4,-0.0152284,51.5239684,09:23:00
6,2,4,5,-0.0150947,51.5240878,09:23:00
2,2,4,3,#N/A,#N/A,#N/A
14,2,4,3,#N/A,#N/A,#N/A
24,2,4,5,-0.0151304,51.5239172,09:23:00
1,2,4,3,#N/A,#N/A,#N/A
10,2,4,5,-0.0151216,51.5240359,09:23:00
15,2,4,5,-0.0149378,51.5239451,09:23:00
8,2,4,5,-0.01510764,51.52400888,09:23:00
18,2,4,3,#N/A,#N/A,#N/A
7,2,4,5,-0.01501488,51.52401464,09:23:00
20,2,4,5,-0.014888,51.5239794,09:23:00
11,2,4,5,-0.0150622,51.5240645,09:23:00
17,2,4,3,#N/A,#N/A,#N/A
3,3,4,1,-0.0159183,51.5233576,09:27:00
13,3,4,3,#N/A,#N/A,#N/A
23,3,4,3,#N/A,#N/A,#N/A
4,3,4,3,#N/A,#N/A,#N/A
6,3,4,3,#N/A,#N/A,#N/A
2,3,4,3,#N/A,#N/A,#N/A
14,3,4,3,#N/A,#N/A,#N/A
24,3,4,1,-0.015982,51.5234344,09:27:00
1,3,4,3,#N/A,#N/A,#N/A
10,3,4,2,-0.0159767,51.523481,09:27:00
15,3,4,3,#N/A,#N/A,#N/A
8,3,4,3,#N/A,#N/A,#N/A
18,3,4,4,-0.0158515,51.5234926,09:27:00
7,3,4,3,#N/A,#N/A,#N/A
20,3,4,3,#N/A,#N/A,#N/A
11,3,4,4,-0.0159849,51.5234266,09:27:00
17,3,4,3,#N/A,#N/A,#N/A
3,4,4,3,#N/A,#N/A,#N/A
13,4,4,3,#N/A,#N/A,#N/A
23,4,4,3,#N/A,#N/A,#N/A
4,4,4,4,-0.0159162,51.5236805,09:30:00
6,4,4,3,#N/A,#N/A,#N/A
2,4,4,3,#N/A,#N/A,#N/A
14,4,4,2,-0.0159104,51.5237613,09:30:00
24,4,4,2,-0.0158823,51.5237089,09:30:00
1,4,4,4,-0.0160551,51.5233958,09:30:00
10,4,4,3,#N/A,#N/A,#N/A
15,4,4,3,#N/A,#N/A,#N/A
8,4,4,3,#N/A,#N/A,#N/A
18,4,4,3,#N/A,#N/A,#N/A
7,4,4,3,#N/A,#N/A,#N/A
20,4,4,3,#N/A,#N/A,#N/A
11,4,4,2,-0.0158866,51.5236449,09:30:00
17,4,4,2,-0.0160122,51.5234126,09:30:00
3,5,4,1,-0.0151842,51.5233568,09:34:00
13,5,4,1,-0.0149116,51.5234955,09:34:00
23,5,4,3,#N/A,#N/A,#N/A
4,5,4,3,#N/A,#N/A,#N/A
6,5,4,3,#N/A,#N/A,#N/A
2,5,4,2,-0.0152177,51.5233251,09:34:00
14,5,4,2,-0.0151872,51.5234494,09:34:00
24,5,4,5,-0.0152441,51.5233401,09:34:00
1,5,4,2,-0.0152258,51.5233396,09:34:00
10,5,4,2,-0.0152585,51.5233062,09:34:00
15,5,4,2,-0.0150854,51.5235065,09:34:00
8,5,4,3,#N/A,#N/A,#N/A
18,5,4,3,#N/A,#N/A,#N/A
7,5,4,2,-0.01524194,51.52334307,09:34:00
20,5,4,3,#N/A,#N/A,#N/A
11,5,4,4,-0.0152479,51.5233525,09:34:00
17,5,4,3,#N/A,#N/A,#N/A
3,6,4,1,-0.0150137,51.52296,09:40:00
13,6,4,1,-0.0152293,51.5234884,09:40:00
23,6,4,3,#N/A,#N/A,#N/A
4,6,4,4,-0.0149864,51.5229435,09:40:00
6,6,4,2,-0.0150184,51.5229343,09:40:00
2,6,4,4,-0.0149748,51.5229532,09:40:00
14,6,4,3,#N/A,#N/A,#N/A
24,6,4,4,-0.0149621,51.5230157,09:40:00
1,6,4,3,#N/A,#N/A,#N/A
10,6,4,5,-0.0149674,51.5229933,09:40:00
15,6,4,3,#N/A,#N/A,#N/A
8,6,4,3,#N/A,#N/A,#N/A
18,6,4,3,#N/A,#N/A,#N/A
7,6,4,4,-0.01499367,51.52298189,09:40:00
20,6,4,3,#N/A,#N/A,#N/A
11,6,4,3,#N/A,#N/A,#N/A
17,6,4,4,-0.0149229,51.5229499,09:40:00
3,7,4,1,-0.0129681,51.5232068,09:44:00
13,7,4,3,#N/A,#N/A,#N/A
23,7,4,3,#N/A,#N/A,#N/A
4,7,4,3,#N/A,#N/A,#N/A
6,7,4,2,-0.0129642,51.5232475,09:44:00
2,7,4,4,-0.0129188,51.5232384,09:44:00
14,7,4,4,-0.0127715,51.5230588,09:45:00
24,7,4,1,-0.0129454,51.5232666,09:44:00
1,7,4,2,-0.0128557,51.523169,09:44:00
10,7,4,3,#N/A,#N/A,#N/A
15,7,4,4,-0.0127868,51.5232766,09:44:00
8,7,4,3,#N/A,#N/A,#N/A
18,7,4,3,#N/A,#N/A,#N/A
7,7,4,3,#N/A,#N/A,#N/A
20,7,4,3,#N/A,#N/A,#N/A
11,7,4,5,-0.0130174,51.5232655,09:44:00
17,7,4,2,-0.0144102,51.5231145,09:44:00
