device id,location,workshop id,gesture,lon,lat,timestamp
21,3,6,1,-0.07211155,51.51156352,09:25:03
10,3,6,5,-0.0720385,51.5116535,09:25:00
11,3,6,3,#N/A,#N/A,#N/A
22,3,6,3,#N/A,#N/A,#N/A
15,3,6,5,-0.0722164,51.51162,09:25:01
16,3,6,5,-0.0722504,51.511512,09:25:00
23,3,6,4,-0.0721678,51.5114766,09:25:05
2,3,6,2,-0.0720675,51.5116879,09:25:08
1,3,6,3,#N/A,#N/A,#N/A
3,3,6,4,-0.0721412,51.5115386,09:25:11
6,3,6,5,-0.0720621,51.5116539,09:25:01
17,3,6,4,-0.0722073,51.5115463,09:25:00
7,3,6,3,#N/A,#N/A,#N/A
13,3,6,3,#N/A,#N/A,#N/A
24,3,6,1,-0.0721882,51.5115461,09:25:01
4,3,6,5,-0.0720194,51.5116168,09:25:07
5,4,6,3,#N/A,#N/A,#N/A
19,4,6,5,-0.069404,51.5118022,09:31:46
21,4,6,5,-0.06939623,51.51193811,09:31:30
10,4,6,5,-0.0693124,51.5117599,09:31:31
11,4,6,4,-0.0692264,51.51182,09:31:28
22,4,6,5,-0.0694431,51.5118591,09:31:25
15,4,6,5,-0.0692873,51.5118715,09:31:30
16,4,6,4,-0.0692946,51.5118782,09:31:30
23,4,6,5,-0.0693793,51.5119019,09:31:28
2,4,6,5,-0.0693459,51.5118683,09:31:39
1,4,6,4,-0.069376,51.5119289,09:31:32
3,4,6,5,-0.0693556,51.5118396,09:31:34
6,4,6,5,-0.0693801,51.5118099,09:31:23
17,4,6,4,-0.0693647,51.511884,09:31:25
7,4,6,5,-0.06951524,51.51196315,09:31:21
13,4,6,5,-0.0693847,51.511865,09:31:27
24,4,6,5,-0.0692612,51.5118841,09:31:23
4,4,6,5,-0.0694246,51.511899,09:31:38
5,5,6,3,#N/A,#N/A,#N/A
19,5,6,1,-0.0688803,51.5127745,09:36:31
21,5,6,1,-0.06878126,51.51282266,09:36:37
10,5,6,1,-0.0687936,51.512815,09:36:30
11,5,6,1,-0.0689144,51.5127707,09:36:30
22,5,6,1,-0.0686915,51.5126691,09:36:30
15,5,6,2,-0.0683384,51.5124326,09:36:31
16,5,6,3,#N/A,#N/A,#N/A
23,5,6,1,-0.0684682,51.5130183,09:36:32
2,5,6,3,#N/A,#N/A,#N/A
1,5,6,2,-0.0688244,51.5127447,09:36:36
3,5,6,2,-0.0689569,51.5127798,09:36:34
6,5,6,5,-0.0688228,51.5127689,09:36:33
17,5,6,2,-0.0681809,51.5128024,09:36:34
7,5,6,3,#N/A,#N/A,#N/A
13,5,6,2,-0.0695525,51.5118473,09:36:30
24,5,6,4,-0.0687873,51.5128066,09:36:30
4,5,6,1,-0.0688696,51.5127474,09:36:30
5,6,6,2,-0.0698809,51.5136084,09:41:06
19,6,6,1,-0.0698603,51.5137229,09:40:59
21,6,6,1,-0.06992289,51.51369182,09:40:56
10,6,6,2,-0.0698996,51.5137745,09:40:58
11,6,6,2,-0.0696996,51.5135676,09:41:07
22,6,6,2,-0.0699769,51.513653,09:41:02
15,6,6,2,-0.0702338,51.5133529,09:40:58
16,6,6,3,#N/A,#N/A,#N/A
23,6,6,2,-0.0701389,51.5133124,09:40:56
2,6,6,2,-0.0699205,51.5136338,09:40:55
1,6,6,2,-0.0699401,51.5137083,09:40:57
3,6,6,3,#N/A,#N/A,#N/A
6,6,6,1,-0.0700326,51.5134934,09:40:55
17,6,6,2,-0.0701674,51.5134819,09:41:00
7,6,6,3,#N/A,#N/A,#N/A
13,6,6,2,-0.0687028,51.5128557,09:40:55
24,6,6,5,-0.0698997,51.5133021,09:41:06
4,6,6,2,-0.0699548,51.5136201,09:40:50
5,7,6,5,-0.0714311,51.5135806,09:47:29
19,7,6,1,-0.0714716,51.5135418,09:47:32
21,7,6,3,#N/A,#N/A,#N/A
10,7,6,3,#N/A,#N/A,#N/A
11,7,6,3,#N/A,#N/A,#N/A
22,7,6,2,-0.0715212,51.5135916,09:47:31
15,7,6,4,-0.0714961,51.5136071,09:47:29
16,7,6,3,#N/A,#N/A,#N/A
23,7,6,4,-0.0715128,51.5135516,09:47:28
2,7,6,4,-0.0715533,51.5137074,09:47:38
1,7,6,4,-0.0714966,51.5136046,09:47:38
3,7,6,4,-0.0714187,51.5134867,09:47:30
6,7,6,5,-0.0715721,51.5135538,09:47:29
17,7,6,4,-0.0714202,51.5136957,09:47:36
7,7,6,3,#N/A,#N/A,#N/A
13,7,6,2,-0.0701433,51.5134062,09:47:27
24,7,6,5,-0.0715571,51.5135932,09:47:22
4,7,6,3,#N/A,#N/A,#N/A
5,8,6,4,-0.0713197,51.5128649,09:50:54
19,8,6,1,-0.0712736,51.5128498,09:50:52
21,8,6,1,-0.07128027,51.51285609,09:50:53
10,8,6,3,#N/A,#N/A,#N/A
11,8,6,3,#N/A,#N/A,#N/A
22,8,6,1,-0.0712969,51.5127969,09:50:52
15,8,6,3,#N/A,#N/A,#N/A
16,8,6,3,#N/A,#N/A,#N/A
23,8,6,1,-0.0713164,51.5128909,09:50:54
2,8,6,1,-0.071365,51.5128712,09:50:52
1,8,6,1,-0.071278,51.5128187,09:50:53
3,8,6,2,-0.071423,51.5128577,09:50:56
6,8,6,3,#N/A,#N/A,#N/A
17,8,6,2,-0.0713747,51.5129684,09:51:04
7,8,6,3,#N/A,#N/A,#N/A
13,8,6,3,#N/A,#N/A,#N/A
24,8,6,5,-0.0712611,51.512816,09:50:59
4,8,6,2,-0.0712799,51.5128717,09:50:52
